Name,ra,dec,epoch,mu_acosd,mu_d,b,r,i,d_H,vt_H,Mbol_H,w_H,d_He,vt_He,Mbol_He,w_He
SSSJ024643.8+404338,41.6824,40.7271,1988.94,62.7,-31.8,18.184,18.151,18.121,201.9,67.2,10.8,1.0,191.8,63.9,11.0,0.0
SSSJ024647.7+205154,41.6989,20.865,1989.435,54.5,-23.5,18.625,18.763,18.514,262.3,73.8,10.5,1.0,252.5,71.1,10.8,0.0
SSSJ024654.9-420932,41.7286,-42.1589,1990.728,-99.5,-163.9,16.944,16.561,16.345,54.7,49.8,12.8,1.0,54.5,49.6,12.9,0.0
SSSJ024659.0+315223,41.7457,31.8731,1991.413,60.2,11.2,20.091,19.099,18.508,77.5,22.5,14.8,0.58,88.0,25.5,14.6,0.42
SSSJ024700.5+053903,41.7521,5.6508,1990.162,22.2,-63.3,18.215,18.288,18.381,266.0,84.6,9.6,1.0,269.6,85.8,9.8,0.0
SSSJ024715.5-112260,41.8144,-11.3832,1993.079,-46.6,44.7,17.11,17.022,17.143,128.4,39.3,10.6,1.0,123.0,37.6,10.8,0.0
SSSJ024726.2-450510,41.8594,-45.0861,1990.728,-51.9,-83.7,20.612,19.512,18.371,54.7,25.7,15.8,0.54,74.2,34.8,15.1,0.46
SSSJ024739.0+275315,41.9123,27.8875,1991.761,-18.1,-136.8,19.617,18.62,18.254,73.4,48.0,14.6,0.58,79.2,51.8,14.5,0.42
SSSJ024742.5+100135,41.9271,10.0265,1988.981,53.6,-3.3,18.319,18.66,18.763,503.8,128.2,7.1,1.0,467.4,119.0,7.0,0.0
SSSJ024745.2-784539,41.9383,-78.7608,1987.992,32.4,-50.6,17.656,17.264,16.829,62.0,17.7,13.3,1.0,62.3,17.7,13.3,0.0
SSSJ024745.7+472953,41.9403,47.498,1988.933,20.4,-22.4,17.693,18.063,18.378,787.0,113.0,2.0,1.0,360.2,51.7,7.0,0.0
SSSJ024746.9+323051,41.9456,32.5142,1990.126,2.1,-54.6,19.701,18.927,18.878,127.4,33.0,13.7,1.0,128.5,33.3,13.7,0.0
SSSJ024804.4-325114,42.0182,-32.854,1986.932,61.2,4.4,17.338,17.556,17.592,220.0,64.0,8.6,1.0,237.4,69.0,8.6,0.0
SSSJ024813.0-300134,42.0543,-30.0262,1994.927,451.3,319.8,18.795,18.14,18.093,98.6,258.4,13.3,1.0,99.3,260.3,13.4,0.0
SSSJ024822.7+160014,42.0944,16.004,1990.861,67.4,-76.3,16.807,17.039,16.983,159.6,77.1,9.0,1.0,170.4,82.4,9.0,0.0
SSSJ024849.2+300529,42.205,30.0915,1986.561,43.5,-54.6,19.652,18.955,18.477,102.1,33.8,14.1,1.0,104.0,34.4,14.1,0.0
SSSJ024852.9+061930,42.2203,6.3249,1990.045,3.5,-66.3,16.982,17.167,17.302,196.1,61.7,8.4,1.0,211.8,66.6,8.0,0.0
SSSJ024854.3-514544,42.2262,-51.7622,1984.39,-74.0,-19.8,18.165,18.108,18.057,190.9,69.3,11.0,1.0,180.0,65.3,11.2,0.0
SSSJ024900.9-183117,42.2539,-18.5213,1997.661,83.9,15.1,15.82,16.01,15.976,95.8,38.6,9.3,1.0,100.6,40.5,9.4,0.0
SSSJ024916.1+193942,42.317,19.6615,1990.39,42.3,-41.8,19.108,18.9,18.712,204.8,57.7,12.1,1.0,196.6,55.4,12.2,0.0
SSSJ024933.3+331321,42.3887,33.2225,1987.763,-46.9,-48.9,17.579,17.583,17.318,132.4,42.5,11.4,1.0,124.2,39.9,11.5,0.0
SSSJ024940.0-440632,42.4167,-44.109,1989.429,-48.3,-54.3,16.461,16.374,16.408,89.5,30.8,10.9,1.0,84.5,29.1,11.1,0.0
SSSJ024940.0-433414,42.4167,-43.5704,1987.041,-10.3,62.6,18.54,17.854,17.631,74.4,22.4,13.7,1.0,74.9,22.5,13.8,0.0
SSSJ024957.5-464100,42.4896,-46.6834,1987.678,45.1,35.7,17.304,17.566,17.873,358.3,97.6,6.5,1.0,295.1,80.4,7.0,0.0
SSSJ025001.0-514524,42.5043,-51.7567,1983.344,57.2,39.6,19.679,19.034,18.948,146.4,48.2,13.4,1.0,147.4,48.6,13.4,0.0
SSSJ025005.7-091003,42.5239,-9.1675,1993.853,117.1,1.8,18.985,18.053,17.735,62.2,34.5,14.4,0.6,65.0,36.1,14.3,0.4
SSSJ025006.9+231645,42.5286,23.2791,1986.429,33.4,-61.0,19.254,18.549,18.034,81.9,27.0,14.1,1.0,83.9,27.6,14.2,0.0
SSSJ025007.0+081757,42.5291,8.2993,1990.817,196.9,-437.1,19.267,18.077,17.544,42.5,96.6,15.1,0.5,51.2,116.3,14.8,0.5
SSSJ025012.5+055008,42.5521,5.8356,1989.923,-46.9,-23.3,16.376,16.82,17.162,488.6,121.3,1.1,1.0,213.0,52.9,7.0,0.0
SSSJ025017.1-224131,42.5714,-22.6921,1992.678,84.5,139.0,17.747,16.88,16.519,37.1,28.7,14.3,0.62,38.3,29.6,14.3,0.38
SSSJ025027.1+815612,42.6128,81.9368,1991.501,16.2,-29.3,18.836,18.868,18.842,298.9,47.4,10.4,1.0,289.0,45.8,10.6,0.0
SSSJ025038.2+035611,42.659,3.9364,1989.902,15.2,48.0,18.747,18.535,18.527,205.8,49.1,11.6,1.0,191.6,45.7,11.8,0.0
SSSJ025039.2+395201,42.6635,39.8669,1989.75,33.0,-125.0,18.717,18.468,18.187,144.9,88.6,12.5,1.0,142.9,87.4,12.6,0.0
SSSJ025052.2-185458,42.7177,-18.916,1987.954,-50.6,-45.0,18.545,18.268,18.369,186.5,59.9,11.6,1.0,172.9,55.5,11.8,0.0
SSSJ025053.9+285816,42.7247,28.9711,1990.426,-51.3,39.6,20.584,19.301,19.3,97.4,29.9,14.7,0.46,106.8,32.8,14.6,0.54
SSSJ025054.6-615555,42.7273,-61.9319,1984.778,10.2,-68.9,19.539,19.033,18.518,119.7,39.5,13.7,1.0,120.5,39.8,13.7,0.0
SSSJ025121.6-211531,42.8401,-21.2587,1997.661,56.8,201.0,19.325,18.234,17.68,49.1,48.6,15.0,0.54,57.0,56.4,14.7,0.46
SSSJ025145.5-513434,42.9397,-51.5761,1983.819,-46.0,-41.2,19.432,18.784,18.495,112.2,32.8,13.7,1.0,112.8,33.0,13.8,0.0
SSSJ025155.2-562938,42.9799,-56.4938,1993.962,-94.3,-211.3,20.119,18.742,18.177,47.5,52.0,15.6,0.41,62.7,68.6,15.0,0.59
SSSJ025210.0-430954,43.0416,-43.1651,1986.765,69.2,-0.9,18.551,18.148,18.207,144.9,47.5,12.3,1.0,139.5,45.8,12.4,0.0
SSSJ025215.1+400118,43.063,40.0217,1987.972,-30.2,-3.8,17.53,17.54,17.317,135.6,19.6,11.2,1.0,127.5,18.4,11.4,0.0
SSSJ025215.5-050232,43.0646,-5.0423,1999.703,73.4,78.8,15.115,15.568,15.875,273.3,139.9,1.1,1.0,116.3,59.6,7.0,0.0
SSSJ025221.0-184841,43.0876,-18.8115,1989.724,44.6,24.2,16.909,16.947,16.938,125.7,30.2,10.3,1.0,122.0,29.4,10.5,0.0
SSSJ025221.5+215115,43.0895,21.8543,1991.703,99.5,-41.5,18.715,18.564,18.603,231.8,118.7,11.2,1.0,216.4,110.8,11.4,0.0
SSSJ025227.1-351347,43.1129,-35.2298,1986.884,42.7,-52.0,18.404,17.861,17.684,87.5,27.9,13.2,1.0,88.0,28.1,13.3,0.0
SSSJ025232.1+775020,43.1336,77.8388,1991.575,-13.5,-46.4,18.671,18.843,18.865,365.1,83.7,9.1,1.0,387.7,88.9,9.2,0.0
SSSJ025244.9-752246,43.1869,-75.3794,1994.011,418.0,266.3,17.096,16.323,16.174,36.4,85.5,13.8,1.0,36.6,86.0,13.9,0.0
SSSJ025245.2+294431,43.1884,29.742,1991.946,41.7,39.3,19.358,18.517,18.234,85.0,23.1,14.1,0.62,86.8,23.6,14.2,0.38
SSSJ025254.8-402747,43.2282,-40.4631,1984.733,54.0,9.0,18.905,18.652,18.748,228.2,59.2,11.5,1.0,211.2,54.8,11.7,0.0
SSSJ025257.2+230045,43.2385,23.0126,1986.474,66.7,-36.3,17.992,18.471,18.358,450.0,162.0,6.9,1.0,410.4,147.7,7.0,0.0
SSSJ025258.0+345347,43.2415,34.8963,1986.717,94.8,-52.9,16.352,16.366,16.464,103.4,53.4,10.0,1.0,101.5,52.5,10.3,0.0
SSSJ025304.7+001346,43.2698,0.2294,1997.894,53.7,-200.0,17.537,17.039,17.036,73.0,71.6,12.8,1.0,72.6,71.2,12.9,0.0
SSSJ025306.8-514300,43.2782,-51.7168,1983.146,53.4,30.7,18.71,18.71,18.642,261.0,76.2,10.7,1.0,248.8,72.6,11.0,0.0
SSSJ025325.8-002751,43.3574,-0.4643,1997.894,95.2,11.0,18.133,18.303,18.405,310.5,141.3,8.7,1.0,335.5,152.7,8.7,0.0
SSSJ025332.4+172045,43.3851,17.3457,1989.844,100.7,-6.3,17.816,18.039,17.981,248.5,119.0,9.1,1.0,264.4,126.6,9.1,0.0
SSSJ025334.6+285148,43.3943,28.8633,1990.915,64.6,-2.2,18.657,18.539,18.422,207.4,63.5,11.5,1.0,193.5,59.3,11.7,0.0
SSSJ025346.0+192205,43.4415,19.3681,1989.807,43.7,-24.3,16.918,17.272,17.654,611.3,144.9,1.1,1.0,260.2,61.7,7.0,0.0
SSSJ025405.2+453916,43.5216,45.6546,1989.247,7.5,-41.8,18.58,18.552,18.74,290.4,58.4,9.9,1.0,288.1,58.0,10.2,0.0
SSSJ025437.1-344952,43.6545,-34.8311,1993.806,44.0,-337.6,15.966,16.002,15.945,78.2,126.1,10.5,1.0,75.5,121.6,10.7,0.0
SSSJ025441.5+301650,43.6727,30.2806,1993.725,95.0,-33.0,16.632,16.962,17.029,212.5,101.8,7.4,1.0,212.2,101.6,7.0,0.0
SSSJ025442.3-605313,43.6763,-60.8869,1991.906,16.5,-89.3,20.488,19.196,18.456,55.0,23.7,15.6,0.46,73.4,31.6,15.1,0.54
SSSJ025443.1+170649,43.6795,17.1136,1989.844,3.0,98.1,19.597,18.411,17.96,53.2,24.7,15.0,0.5,62.6,29.1,14.8,0.5
SSSJ025443.4-531941,43.6808,-53.3282,1986.464,46.5,51.6,19.01,18.463,18.208,108.0,35.6,13.4,1.0,109.0,35.9,13.4,0.0
SSSJ025515.8+723632,43.8157,72.6089,1992.73,124.5,-74.8,17.422,17.611,17.706,230.9,158.7,8.6,1.0,249.4,171.4,8.5,0.0
SSSJ025518.6-320645,43.8275,-32.1124,1991.935,215.8,33.5,17.692,17.163,16.839,57.1,59.0,13.5,1.0,57.6,59.5,13.5,0.0
SSSJ025545.5+210623,43.9396,21.1063,1991.703,220.3,-124.0,17.635,17.369,17.389,116.2,139.4,11.8,1.0,108.7,130.4,12.0,0.0
SSSJ025553.2-162312,43.9717,-16.3867,1995.9,10.5,-115.9,17.276,17.193,17.132,121.3,66.7,11.2,1.0,113.7,62.5,11.4,0.0
SSSJ025601.0-430359,44.0041,-43.0663,1990.728,115.2,31.6,20.248,18.749,18.177,41.2,23.4,16.0,0.36,59.1,33.6,15.2,0.64
SSSJ025608.0+404845,44.0332,40.8125,1988.216,51.2,-45.6,18.482,18.461,18.567,261.7,85.1,10.2,1.0,254.8,82.8,10.5,0.0
SSSJ025617.7+233427,44.0737,23.5741,1989.978,96.4,-133.8,16.271,16.743,16.914,456.2,356.8,1.1,1.0,195.3,152.8,7.0,0.0
SSSJ025620.3-562817,44.0848,-56.4715,1993.962,49.5,72.8,18.663,18.363,18.446,186.6,77.8,11.8,1.0,174.1,72.6,12.0,0.0
SSSJ025631.9-133707,44.1331,-13.6185,1986.212,47.0,-16.1,17.404,17.328,17.358,139.5,32.9,10.8,1.0,132.1,31.1,11.1,0.0
SSSJ025641.6-070034,44.1733,-7.0094,1999.703,373.4,-198.0,19.059,17.785,17.391,38.5,77.2,15.1,0.46,46.4,93.1,14.8,0.54
SSSJ025642.9+132819,44.1788,13.4718,1988.904,46.6,-9.2,18.141,18.317,18.245,259.7,58.4,9.6,1.0,265.4,59.7,9.8,0.0
SSSJ025658.4-095324,44.2433,-9.8899,1986.115,38.0,-19.8,18.165,18.191,18.236,231.0,46.9,10.1,1.0,225.3,45.7,10.4,0.0
SSSJ025700.1-145536,44.2503,-14.9266,1985.796,38.1,4.4,17.77,17.937,17.908,225.4,41.0,9.4,1.0,232.9,42.4,9.6,0.0
SSSJ025719.2-614032,44.3302,-61.6756,1983.243,10.4,-62.7,18.195,18.133,18.149,202.0,60.9,10.8,1.0,191.7,57.8,11.0,0.0
SSSJ025723.5-553028,44.3479,-55.5077,1986.103,-24.3,-47.4,18.309,18.363,18.438,264.9,66.9,9.8,1.0,263.5,66.6,10.1,0.0
SSSJ025730.7-555839,44.3779,-55.9774,1993.962,39.5,77.3,17.418,17.046,17.05,86.3,35.6,12.3,1.0,83.2,34.3,12.4,0.0
SSSJ025734.3+101658,44.393,10.2829,1989.998,6.7,-59.8,18.638,18.659,18.493,241.3,68.8,11.0,1.0,228.2,65.1,11.2,0.0
SSSJ025737.2+264049,44.4049,26.6803,1986.931,43.0,-52.1,17.02,17.042,16.953,121.1,38.8,10.7,1.0,115.8,37.1,10.9,0.0
SSSJ025746.7+282002,44.4448,28.334,1993.725,381.2,-129.5,19.099,18.258,18.044,79.1,151.1,14.0,0.62,80.2,153.2,14.1,0.38
SSSJ025753.5-553337,44.4729,-55.5603,1993.962,72.0,190.2,20.169,18.814,18.799,23.1,22.2,17.9,0.43,84.4,81.2,14.7,0.57
SSSJ025756.5-523407,44.4855,-52.5687,1993.962,-61.0,-163.6,18.126,17.683,17.555,93.1,77.2,12.8,1.0,93.0,77.1,12.9,0.0
SSSJ025760.0-302709,44.4999,-30.4525,1991.935,-185.0,-135.0,16.945,16.213,15.946,32.5,35.3,13.9,1.0,32.8,35.6,13.9,0.0
SSSJ025801.2-005401,44.505,-0.9002,1989.63,3.9,49.2,18.137,17.989,17.858,153.4,35.9,11.7,1.0,143.3,33.6,11.9,0.0
SSSJ025801.7-461726,44.5071,-46.2906,1990.728,119.4,80.6,20.435,18.995,18.755,28.5,19.5,17.6,0.38,79.4,54.2,14.9,0.62
SSSJ025807.8-300949,44.5325,-30.1637,1991.935,72.1,50.1,17.894,17.242,16.863,51.5,21.5,13.8,1.0,51.8,21.6,13.9,0.0
SSSJ025817.2-501605,44.5716,-50.268,1985.169,29.0,-42.1,17.521,17.438,17.632,165.3,40.1,10.3,1.0,160.4,38.9,10.6,0.0
SSSJ025820.0+410055,44.5835,41.0152,1987.059,61.0,-31.2,17.502,17.64,17.634,193.5,62.9,9.6,1.0,197.8,64.3,9.8,0.0
SSSJ025850.9+311842,44.7122,31.3118,1990.281,-1.3,-75.3,16.737,16.799,16.881,131.3,46.9,9.7,1.0,131.3,46.9,10.0,0.0
SSSJ025859.6-175020,44.7483,-17.8388,1991.148,-53.1,-54.9,15.888,16.176,16.157,121.8,44.1,8.3,1.0,131.1,47.5,7.8,0.0
SSSJ025912.6+054412,44.8025,5.7366,1987.051,46.5,6.9,18.265,18.102,18.063,173.2,38.6,11.5,1.0,161.0,35.9,11.7,0.0
SSSJ025929.0+415540,44.8708,41.9278,1987.828,25.4,-30.2,18.45,18.389,18.574,260.1,48.7,10.1,1.0,253.0,47.4,10.4,0.0
SSSJ025930.8+034059,44.8784,3.6832,1991.697,54.8,-58.5,18.962,18.403,18.458,133.3,50.5,12.9,1.0,133.3,50.5,12.9,0.0
SSSJ025941.2-223956,44.9218,-22.6655,1992.678,83.0,-11.1,15.942,16.138,16.317,131.6,52.4,8.1,1.0,140.9,56.1,7.5,0.0
SSSJ025952.7-205250,44.9694,-20.8806,1997.661,-81.6,-65.2,15.971,16.127,16.184,105.9,52.7,9.1,1.0,112.9,56.2,9.1,0.0
SSSJ025956.9-231058,44.9873,-23.1828,1992.678,142.6,20.4,19.043,18.374,18.209,99.5,67.9,13.6,1.0,100.4,68.5,13.6,0.0
SSSJ030020.8-284702,45.0869,-28.7839,1986.13,48.0,27.4,18.54,18.297,17.992,131.1,34.4,12.5,1.0,129.4,33.9,12.6,0.0
SSSJ030022.5-305633,45.0938,-30.9426,1986.04,61.5,-2.3,18.842,18.572,18.574,197.1,57.5,11.9,1.0,185.4,54.1,12.0,0.0
SSSJ030023.0-295459,45.0959,-29.9165,1991.935,99.2,6.6,16.713,17.073,17.115,230.0,107.9,7.2,1.0,222.8,104.5,7.0,0.0
SSSJ030027.4+245223,45.1143,24.873,1989.978,194.0,-160.3,19.327,18.727,18.285,101.9,121.8,13.8,1.0,102.7,122.6,13.9,0.0
SSSJ030036.8-293418,45.1535,-29.5717,1989.545,62.8,40.4,16.331,16.466,16.499,117.0,41.4,9.4,1.0,121.3,43.0,9.5,0.0
SSSJ030115.1+402609,45.3127,40.4358,1989.75,-127.3,-55.2,19.587,18.688,18.292,80.9,53.3,14.4,0.61,85.1,56.1,14.4,0.39
SSSJ030129.9-501551,45.3745,-50.2641,1983.011,41.6,41.9,19.628,18.988,18.289,92.4,25.9,14.2,1.0,95.6,26.8,14.2,0.0
SSSJ030145.6-204440,45.44,-20.7445,1989.46,77.1,14.8,17.765,17.313,17.192,78.2,29.1,12.9,1.0,78.1,29.1,12.9,0.0
SSSJ030146.8+411357,45.4452,41.2326,1989.75,-149.1,-47.8,19.503,18.444,17.974,59.6,44.3,14.8,0.56,66.9,49.8,14.6,0.44
SSSJ030155.0-831446,45.479,-83.2461,1994.777,-166.7,-2.4,16.662,16.078,15.696,31.9,25.2,13.7,1.0,32.1,25.4,13.7,0.0
SSSJ030158.3-245043,45.493,-24.8453,1985.08,42.4,-43.8,18.182,18.469,18.654,463.4,133.9,7.1,1.0,435.5,125.9,7.0,0.0
SSSJ030203.0-094356,45.5125,-9.7321,1993.73,-9.4,-111.1,17.635,17.353,17.349,110.5,58.6,11.9,1.0,104.3,55.4,12.1,0.0
SSSJ030227.5-274042,45.6145,-27.6784,1987.258,-35.2,-53.1,17.86,17.85,18.06,220.7,66.7,9.7,1.0,220.7,66.6,9.9,0.0
SSSJ030241.2-380539,45.6715,-38.0942,1997.697,99.3,17.6,18.41,18.338,18.713,296.5,142.0,9.4,1.0,305.8,146.4,9.6,0.0
SSSJ030241.6+231045,45.6734,23.1791,1987.189,41.1,-64.0,18.142,18.427,18.198,268.9,97.0,9.5,1.0,278.0,100.3,9.6,0.0
SSSJ030243.0-294905,45.6793,-29.8179,1991.935,96.6,2.5,19.876,18.84,18.531,81.9,37.7,14.6,0.57,88.0,40.5,14.5,0.43
SSSJ030243.8+062637,45.6823,6.4436,1987.85,49.9,-1.5,17.759,17.907,18.046,260.6,61.7,8.7,1.0,281.9,66.7,8.7,0.0
SSSJ030246.4-333619,45.6933,-33.6053,1996.774,-23.7,-109.3,19.365,18.781,18.178,94.5,50.1,14.0,1.0,95.9,50.9,14.0,0.0
SSSJ030246.9-133412,45.6955,-13.57,1986.442,39.7,49.8,18.216,17.991,17.884,143.2,43.3,12.0,1.0,135.8,41.0,12.1,0.0
SSSJ030248.2+331255,45.701,33.2153,1988.688,-22.9,-26.9,18.469,18.478,18.377,230.9,38.7,10.8,1.0,219.3,36.8,11.0,0.0
SSSJ030253.1-010834,45.7213,-1.1427,1997.894,-89.6,-37.3,15.618,15.594,15.635,66.4,30.5,10.5,1.0,63.8,29.4,10.7,0.0
SSSJ030253.6-124405,45.7235,-12.7348,1985.964,-12.5,-51.5,17.94,17.944,18.073,216.1,54.3,10.0,1.0,213.7,53.7,10.2,0.0
SSSJ030254.3-352055,45.7264,-35.3485,1986.365,-0.9,-48.1,18.616,18.428,17.89,118.9,27.1,12.8,1.0,118.3,27.0,12.9,0.0
SSSJ030259.5-221256,45.748,-22.2154,1986.48,-35.4,-45.2,17.559,17.373,17.218,107.7,29.3,11.9,1.0,102.0,27.8,12.1,0.0
SSSJ030303.4-253126,45.7642,-25.5238,1992.678,-38.8,-124.6,19.738,18.756,18.34,76.4,47.5,14.6,0.58,82.7,51.4,14.5,0.42
SSSJ030306.3-221832,45.7765,-22.3089,1995.828,136.7,-17.6,16.566,16.545,16.567,101.4,66.3,10.5,1.0,97.3,63.7,10.8,0.0
SSSJ030308.5+231924,45.7855,23.3232,1986.796,48.3,-52.9,17.234,17.603,17.632,293.5,99.7,7.2,1.0,282.7,96.0,7.0,0.0
SSSJ030317.6-420658,45.8231,-42.1162,1986.386,49.9,-13.8,18.084,17.875,17.988,170.2,41.8,11.3,1.0,158.1,38.8,11.5,0.0
SSSJ030328.8-161002,45.8698,-16.1673,1995.9,129.8,-58.1,17.993,17.75,17.699,132.7,89.3,11.9,1.0,125.0,84.2,12.0,0.0
SSSJ030330.9-373231,45.8789,-37.542,1985.073,52.0,52.7,19.48,18.987,18.339,108.2,38.0,13.8,1.0,108.9,38.2,13.9,0.0
SSSJ030335.1-394349,45.8961,-39.7302,1997.697,86.0,15.6,18.241,18.046,17.943,153.1,63.1,11.8,1.0,143.8,59.3,12.0,0.0
SSSJ030341.6-565259,45.9232,-56.8832,1988.143,14.0,50.3,18.104,18.166,18.17,229.0,56.7,10.1,1.0,224.3,55.6,10.3,0.0
SSSJ030342.2+005311,45.926,0.8863,1989.513,-34.8,-30.6,18.053,18.022,18.174,220.6,48.4,10.1,1.0,215.4,47.3,10.4,0.0
SSSJ030347.3+422855,45.9472,42.482,1986.655,45.1,-20.2,17.804,17.956,17.821,201.9,47.3,10.0,1.0,198.1,46.4,10.3,0.0
SSSJ030401.3-352750,46.0053,-35.4638,1986.988,55.7,10.2,18.354,18.204,18.162,183.7,49.3,11.4,1.0,171.0,45.9,11.6,0.0
SSSJ030406.3-464941,46.0263,-46.8279,1994.997,67.9,64.2,19.411,18.796,18.719,135.5,59.7,13.3,1.0,136.5,60.2,13.3,0.0
SSSJ030410.0-362302,46.0416,-36.3838,1986.317,31.0,38.4,18.347,18.296,18.325,221.7,51.9,10.7,1.0,211.7,49.5,10.9,0.0
SSSJ030416.6+122958,46.0691,12.4995,1989.911,34.7,-46.3,18.638,18.588,18.57,245.6,67.4,10.8,1.0,232.6,63.8,11.1,0.0
SSSJ030423.0-171326,46.0958,-17.2238,1986.398,52.1,7.8,18.246,17.968,17.923,141.2,35.3,12.0,1.0,134.4,33.6,12.2,0.0
SSSJ030438.0-380712,46.1585,-38.12,1997.697,107.0,-195.9,20.443,18.827,18.119,35.8,37.8,16.6,0.28,53.7,56.7,15.4,0.72
SSSJ030442.0-351610,46.1748,-35.2694,1996.774,211.3,34.6,17.187,16.941,16.847,87.2,88.4,12.0,1.0,82.9,84.1,12.1,0.0
SSSJ030445.2+134431,46.1882,13.742,1989.844,79.1,-55.4,17.904,17.937,17.707,165.1,75.9,11.1,1.0,155.9,71.7,11.3,0.0
SSSJ030446.5-642629,46.1939,-64.4413,1996.867,71.0,73.0,18.08,18.112,18.064,207.2,100.2,10.4,1.0,199.8,96.6,10.7,0.0
SSSJ030450.3-522451,46.2096,-52.4142,1985.383,-39.3,22.5,17.346,17.36,17.514,172.3,37.0,9.8,1.0,171.4,36.8,10.0,0.0
SSSJ030454.1-390215,46.2255,-39.0375,1985.412,68.6,5.8,18.696,18.464,18.18,147.1,48.0,12.4,1.0,144.7,47.2,12.5,0.0
SSSJ030454.8-694726,46.2282,-69.7905,1986.05,53.6,42.1,19.004,18.418,18.36,118.7,38.3,13.2,1.0,119.5,38.6,13.2,0.0
SSSJ030504.5-684642,46.2687,-68.7784,1985.944,-5.2,-55.4,19.1,18.573,18.451,128.5,33.9,13.1,1.0,129.3,34.1,13.2,0.0
SSSJ030514.5-193816,46.3105,-19.6378,1988.042,-19.6,-71.9,18.601,18.245,18.368,171.5,60.6,11.9,1.0,160.9,56.8,12.1,0.0
SSSJ030539.1-040137,46.4128,-4.027,1992.052,40.1,15.7,18.149,18.241,18.353,271.6,55.4,9.4,1.0,282.2,57.6,9.5,0.0
SSSJ030546.7+043751,46.4445,4.6309,1987.458,-4.1,-53.3,18.664,18.617,18.608,251.1,63.7,10.8,1.0,238.4,60.5,11.0,0.0
SSSJ030604.9-322715,46.5206,-32.4542,1996.774,88.9,40.7,19.309,18.912,18.898,193.5,89.9,12.4,1.0,188.1,87.4,12.5,0.0
SSSJ030605.0-202931,46.5208,-20.492,1990.67,-1.9,-72.4,16.294,16.154,15.869,57.3,19.7,12.0,1.0,55.1,18.9,12.2,0.0
SSSJ030615.7-065826,46.5655,-6.974,1999.703,-6.1,-129.7,18.1,17.966,17.927,167.9,103.5,11.4,1.0,156.4,96.4,11.5,0.0
SSSJ030648.3-172333,46.7012,-17.3925,1995.828,137.6,46.0,16.6,16.499,16.608,99.3,68.2,10.7,1.0,94.5,64.9,10.9,0.0
SSSJ030704.7+152936,46.7697,15.4935,1989.844,60.8,-173.7,18.929,18.323,18.488,134.2,117.1,12.8,1.0,133.7,116.6,12.9,0.0
SSSJ030706.5-370451,46.7771,-37.0808,1988.104,11.4,57.0,16.764,16.895,17.05,162.5,44.8,8.8,1.0,175.7,48.4,8.8,0.0
SSSJ030710.8+342728,46.795,34.4577,1992.978,46.8,-78.0,17.641,17.616,17.263,119.7,51.6,11.7,1.0,112.8,48.7,11.9,0.0
SSSJ030721.1-675306,46.8378,-67.8849,1999.774,18.5,164.1,18.148,17.721,17.408,81.8,64.0,13.1,1.0,82.2,64.3,13.2,0.0
SSSJ030737.6-351750,46.9067,-35.2973,1987.189,42.4,-66.4,19.022,18.305,18.418,113.1,42.3,13.3,1.0,114.1,42.6,13.3,0.0
SSSJ030741.6+315736,46.9232,31.96,1993.725,180.3,-93.0,16.46,16.577,16.58,116.6,112.2,9.7,1.0,117.7,113.3,9.9,0.0
SSSJ030746.7+092913,46.9446,9.4869,1989.714,75.5,-2.3,18.089,18.276,18.193,255.9,91.6,9.6,1.0,262.2,93.9,9.7,0.0
SSSJ030757.8-484529,46.9909,-48.758,1992.809,83.4,68.5,18.542,18.3,18.173,158.4,81.1,12.1,1.0,151.7,77.7,12.2,0.0
SSSJ030801.9+183548,47.0078,18.5967,1987.563,-14.3,-41.8,17.891,17.847,17.819,174.1,36.5,10.8,1.0,164.9,34.6,11.1,0.0
SSSJ030810.2-113347,47.0426,-11.5631,1989.307,58.7,-18.1,15.564,15.911,16.228,258.0,75.2,3.1,1.0,143.0,41.7,7.0,0.0
SSSJ030811.9-711029,47.0495,-71.1747,1985.502,25.4,32.4,18.242,18.27,18.261,229.4,44.7,10.3,1.0,222.0,43.3,10.6,0.0
SSSJ030819.7+362929,47.0819,36.4915,1986.198,58.8,-16.3,17.867,17.681,17.343,102.3,29.6,12.4,1.0,100.2,29.0,12.5,0.0
SSSJ030824.7-235256,47.1028,-23.8821,1987.009,-54.0,-45.6,17.446,17.447,17.712,195.4,65.5,9.4,1.0,202.3,67.8,9.5,0.0
SSSJ030825.4+142447,47.106,14.413,1990.034,40.3,-12.9,18.648,18.721,18.746,305.1,61.2,9.9,1.0,301.6,60.5,10.2,0.0
SSSJ030829.2-621048,47.1215,-62.18,1996.867,134.2,257.8,19.8,18.206,17.561,26.9,37.1,16.6,0.31,42.2,58.2,15.3,0.69
SSSJ030840.7+204449,47.1695,20.747,1988.312,3.6,-38.1,17.855,18.16,18.33,409.5,74.2,7.0,1.0,376.3,68.2,7.0,0.0
SSSJ030846.0-403622,47.1918,-40.6062,1997.697,-22.5,96.2,17.572,17.022,16.835,58.6,27.5,13.3,1.0,58.9,27.6,13.3,0.0
SSSJ030851.7-292817,47.2156,-29.4715,1991.935,118.0,-113.6,18.891,18.209,18.068,92.6,72.0,13.6,1.0,93.5,72.7,13.6,0.0
SSSJ030854.7-355701,47.2279,-35.9502,1985.771,-22.6,-45.8,18.556,18.64,18.418,242.1,58.6,10.8,1.0,230.4,55.8,11.0,0.0
